# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/engine/annotation/data/gencode.v36.annotation_chr5.gtf" "-t" "exon" "-g" "gene_id" "-s" "0" "-T" "4" "-o" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/subread/SKMel147_ARID2KO_R1_RNA_chr5_R1.featureCounts.txt" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam
ENSG00000145868.17	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148383935;148383952;148383958;148384002;148384002;148384009;148384010;148384764;148394712;148394712;148394712;148394714;148394714;148394714;148394714;148394714;148394714;148394714;148394714;148397619;148398997;148398999;148398999;148398999;148398999;148398999;148398999;148398999;148398999;148399015;148401982;148401982;148401982;148401982;148401982;148401982;148401982;148401982;148401982;148402348;148402348;148402348;148402348;148402348;148402348;148402348;148402348;148404684;148404685;148404685;148404685;148404685;148404685;148406257;148406257;148406257;148406257;148406257;148406257;148409124;148409124;148409124;148409124;148409124;148409124;148410238;148410635;148410635;148410635;148410635;148410635;148410635;148413240;148414136;148414136;148414136;148414136;148414136;148415360;148415928;148415928;148415928;148415928;148415928;148415928;148415928;148416637;148416994;148416994;148416994;148416994;148416994;148416994;148423749;148423998;148423998;148423998;148423998;148425522;148425522;148425522;148425522;148425522;148427213;148427213;148427213;148427623;148433233;148433424;148433424;148433424;148433424;148433424;148433635;148433635;148433635;148433635;148433635;148433635;148438332;148438332;148438332;148438332;148438332;148439647;148439647;148439647;148439647;148439647;148440356;148440424;148440424;148440424;148440424;148440424;148441124;148441124;148441124;148441124;148441124;148441124;148441969;148441969;148441969;148441969	148384039;148384039;148384039;148384039;148384039;148384039;148384039;148385106;148394904;148394904;148394904;148394862;148394904;148394904;148394904;148394904;148394904;148394904;148394904;148397676;148399132;148399132;148399132;148399537;148399132;148399132;148399132;148399132;148399132;148399132;148402145;148402145;148402145;148402145;148402145;148402145;148402137;148402145;148402145;148402433;148402513;148402513;148402462;148402513;148402565;148402513;148402513;148404822;148404822;148404822;148404822;148404822;148404822;148406394;148406394;148406394;148406394;148406394;148406394;148409217;148409217;148409220;148409217;148409217;148409217;148410485;148410868;148410765;148410765;148410765;148410765;148410765;148414306;148414306;148414306;148414306;148414306;148414306;148415387;148416070;148416070;148416070;148416070;148416070;148416070;148416070;148416688;148417215;148417204;148417143;148417204;148417204;148417204;148424117;148424117;148424117;148424117;148424117;148425701;148425701;148425701;148425701;148425701;148427270;148427722;148427947;148427722;148433524;148433524;148433524;148433524;148433524;148433524;148433737;148435058;148433737;148433737;148433737;148433737;148438498;148438498;148438498;148438498;148438498;148439792;148439792;148439792;148439792;148439792;148440527;148440527;148440527;148440527;148440527;148440527;148441502;148441245;148441237;148441237;148441237;148441237;148442835;148442836;148442836;148442827	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8722	1425
ENSG00000274799.1	chr5	148389748	148390029	+	282	2
ENSG00000251330.3	chr5;chr5	148430159;148430576	148430440;148430807	-;-	514	2
ENSG00000164270.18	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148451032;148451170;148451185;148461873;148465850;148465850;148476636;148481470;148481547;148481547;148481558;148482856;148483165;148484260;148484260;148490600;148509317;148509456;148509456;148509456;148509456;148509456;148509456;148509456;148509456;148509456;148509456;148523193;148523193;148523193;148523193;148523193;148523193;148523193;148523193;148523193;148523193;148523193;148548668;148548668;148548668;148548668;148548668;148548668;148548668;148548668;148548668;148548668;148548668;148550137;148550137;148550137;148550137;148550137;148550137;148550137;148550137;148550137;148550137;148550137;148550137;148628451;148636989;148636989;148636989;148636989;148636989;148636989;148636989;148636989;148636989;148636989;148636989;148636989;148636989;148654062;148654062;148654062;148662607;148662607;148665486;148665486;148667359;148674674;148676982	148451272;148451272;148451272;148461943;148465925;148465925;148476745;148481629;148483293;148483293;148483293;148483293;148483293;148484379;148484379;148490846;148510024;148510024;148510024;148510024;148510024;148510024;148510024;148510024;148510024;148510024;148510024;148523346;148523346;148523346;148523346;148523346;148523346;148523346;148523346;148523346;148523346;148523346;148548868;148548868;148548868;148548868;148548868;148548868;148548868;148548868;148548868;148548868;148548868;148550262;148550262;148550262;148550262;148550262;148550262;148550262;148550262;148550262;148550262;148550262;148550262;148630408;148637061;148637061;148637020;148637033;148637061;148637061;148637061;148637061;148637014;148637029;148637016;148637014;148637020;148654527;148654527;148654153;148662688;148662688;148665733;148665644;148667400;148674717;148677235	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7045	0
ENSG00000253297.1	chr5	148644687	148646390	-	1704	0
ENSG00000169252.6	chr5	148826611	148828623	+	2013	99
ENSG00000169247.14	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	148923639;148923979;148954673;148954801;148982150;149001348;149001357;149001567;149002828;149003726;149003726;149003726;149003947;149003957;149004551;149004622;149006134;149006881;149006881;149006881;149006881;149006881;149006881;149006881;149006881;149006881;149006881;149006881;149008851;149008851;149008851;149008851;149008851;149008851;149008851;149008851;149010270;149010270;149010270;149010270;149010270;149010270;149010270;149010270;149011794;149012584;149012584;149012584;149012584;149012584;149012584;149012584;149012584;149025778;149026060;149026564;149026572;149026572;149026572;149026572;149026572;149026572;149026572;149026572;149026572;149026860;149026860;149026860;149026860;149026860;149026860;149026860;149026860;149026860;149028357;149028385;149028677;149028677;149028677;149028677;149028677;149028677;149028677;149028677;149028677;149028677;149031554;149031554;149031554;149031554;149031554;149031554;149031554;149031554;149031554;149031554;149031554;149031554;149031586;149034391;149034391;149034391;149034391;149034391;149034391;149035393;149035393;149035525;149035525;149035857;149036344;149037121;149038295;149038295;149038295;149038295;149038295;149038295;149038295;149038295;149038295;149038295;149038295;149038295;149038295;149039904;149040604;149040604;149040604;149040604;149040604;149040604;149040604;149040604;149040604;149040604;149040604;149040604;149040604;149041416;149041416;149041416;149041416;149041416;149041416;149041474;149041474;149041474;149041474;149041474;149041474;149041474;149042694;149042694;149042694;149042694;149042694;149042694;149042694;149042694;149042694;149042694;149042694;149042694;149042720;149043655;149044533;149044533;149044533;149044533;149044533;149044533;149044533;149044533;149044533;149044533;149044533;149045894;149047862;149047862;149047862;149047862;149047862;149047862;149047862;149047862;149047862;149047862;149047862;149052142;149052142;149052142;149052142;149052142;149052142;149052142;149052142;149052142;149052142;149052142;149052142;149062971;149062971;149062971;149062971;149062971;149062971;149062971;149062971;149062971;149062971;149062971	148923708;148924178;148954885;148954885;149004902;149004902;149004902;149003085;149003085;149003842;149003842;149003842;149004902;149004902;149004902;149004902;149006251;149007077;149007077;149008034;149007069;149007077;149006912;149009001;149007077;149007077;149007111;149007077;149009001;149009001;149009001;149009001;149008990;149009001;149009001;149009001;149010392;149010392;149010392;149010392;149010392;149010392;149010392;149010392;149012734;149012734;149012734;149012734;149012734;149012734;149012734;149012734;149012734;149028554;149026200;149028554;149026752;149026752;149026752;149026752;149026752;149026752;149026752;149026752;149026752;149028718;149028554;149028718;149028232;149028554;149028554;149028554;149028554;149028554;149028554;149028554;149028718;149028718;149028718;149028718;149028718;149028718;149028718;149028718;149028718;149028718;149031687;149031687;149031687;149031687;149031687;149031616;149031687;149031687;149031687;149031687;149031687;149031687;149031687;149034520;149034520;149034520;149034520;149034520;149034520;149035602;149035602;149037786;149035602;149036021;149036675;149037390;149038490;149038490;149038490;149038490;149038490;149038490;149038490;149038490;149038490;149038490;149038490;149038490;149038490;149040677;149040677;149040670;149040677;149040677;149040677;149040677;149040677;149040677;149040677;149040677;149040677;149040677;149040677;149041617;149041617;149041546;149041617;149041617;149041617;149041617;149041617;149041617;149041617;149041617;149041617;149041617;149042838;149042837;149042747;149042837;149042837;149042837;149042816;149042837;149042837;149042837;149042837;149042837;149042837;149047989;149044638;149044638;149044638;149044638;149044638;149044638;149044638;149044638;149044638;149044638;149044638;149045961;149048019;149047989;149047989;149047989;149047989;149047989;149047989;149047989;149047989;149047989;149047989;149052240;149052240;149052240;149052240;149052240;149052240;149052240;149052240;149052240;149052240;149052240;149052240;149063058;149063062;149063045;149063062;149063047;149063072;149063089;149063062;149063044;149063062;149063163	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	38112	2092
ENSG00000272411.1	chr5	148970340	148970653	+	314	0
ENSG00000251842.1	chr5	149057554	149057656	-	103	0
ENSG00000207714.3	chr5	149062313	149062409	-	97	1
ENSG00000250072.6	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	149063254;149063317;149063455;149063503;149063609;149064067;149064067;149064071;149064092;149064250;149064250;149064250;149064273;149066118;149071347;149089294;149106768;149109463;149128143;149129241	149063674;149063674;149063674;149063674;149063674;149066985;149064174;149064174;149064174;149064358;149064358;149064358;149064358;149066397;149071527;149089452;149107138;149109787;149128254;149129578	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4826	45
ENSG00000200161.1	chr5	149116178	149116480	-	303	0
ENSG00000173210.20	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	149141483;149141493;149141614;149141751;149141821;149142009;149142009;149142047;149183452;149183452;149183452;149183452;149183452;149183452;149183549;149198219;149198219;149198219;149198219;149198219;149198219;149198219;149199044;149200316;149200316;149200316;149200316;149200316;149200316;149200316;149207008;149207008;149207008;149207008;149207008;149207008;149210726;149210726;149210726;149210726;149210726;149210726;149216959;149216959;149216959;149216959;149216959;149216959;149230649;149230649;149230649;149230649;149230649;149230649;149233229;149233229;149233229;149233229;149233229;149233229;149233253;149237448;149237448;149237448;149237448;149237448;149239248;149239248;149239248;149239248;149239248;149239759;149239759;149239759;149239759;149239759;149239759;149239759;149239759;149240468;149240676;149240676;149240676;149242491;149242491;149242491;149242491;149242491;149243348;149243348;149244881;149244881;149244881;149244881;149244881;149244881;149246482;149246482;149246482;149246482;149246482;149246482;149246482;149246482;149247782;149247782;149247782;149247782;149247782;149247782;149247782;149247782;149249815;149249815;149249815;149249815;149249815;149249815;149249815;149249815;149250447;149250447;149250447;149250447;149250447;149250447;149250447;149250447;149251359;149251359;149251359;149251359;149251359;149251359;149251359;149251359;149252201;149252201;149252201;149252201;149252201;149252201;149252201;149252344;149252755;149252757;149252757;149252757;149252757;149252757;149252757;149252757;149258291;149258291;149258291;149258291;149258291;149258291;149258291;149258291;149259546	149141654;149141654;149142108;149142108;149142108;149142108;149142108;149142108;149183589;149183589;149183589;149183589;149183589;149183589;149183589;149198402;149198402;149198402;149198402;149198402;149198402;149198402;149199122;149200620;149200428;149200428;149200428;149200428;149200428;149200428;149207134;149207134;149207134;149207134;149207134;149207134;149210819;149210819;149210819;149210819;149210819;149210819;149217046;149217046;149217046;149217046;149217046;149217046;149230707;149230707;149230707;149230707;149230707;149230707;149233300;149233300;149233300;149233300;149233300;149233300;149233300;149237603;149237603;149237603;149237603;149237603;149239277;149239277;149239277;149239277;149239277;149239888;149239888;149239888;149239888;149239888;149239888;149239888;149239888;149240617;149240774;149240774;149240774;149242584;149242538;149242538;149242538;149242538;149245015;149245015;149245015;149245015;149245015;149245015;149245015;149245015;149246546;149246546;149246546;149246546;149246546;149246546;149246546;149246546;149247929;149247929;149247929;149247929;149247929;149247929;149247929;149247929;149249844;149249844;149249844;149249844;149249844;149249844;149249844;149249844;149250505;149250505;149250505;149250505;149250505;149250505;149250505;149250505;149251428;149251419;149251419;149251419;149251419;149251419;149251419;149251419;149252208;149252208;149252208;149252208;149252208;149252208;149252208;149252837;149252837;149252837;149252837;149252837;149252837;149252837;149252837;149252837;149258574;149258457;149258457;149258413;149260439;149260439;149260542;149260542;149260439	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7225	1652
ENSG00000248647.2	chr5;chr5;chr5;chr5;chr5	149163955;149174508;149176944;149276690;149276690	149164254;149174722;149177079;149276762;149276776	-;-;-;-;-	738	0
ENSG00000253406.1	chr5;chr5	149216523;149276690	149220939;149276805	-;-	4533	5
ENSG00000157510.14	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	149271859;149271871;149271895;149271919;149299509;149299509;149299509;149299509;149300271;149300271;149300271;149300271;149301133;149301133;149301133;149301133;149301191;149302418;149302418;149302418;149302418;149302418;149304271;149306306;149306306;149306306;149306306;149307402;149307402;149307402;149307402;149309956;149309956;149309956;149312112;149312112;149312112;149315640;149315821;149315821;149316151;149316151;149316151;149317729;149317729;149317729;149319582;149319582;149319582;149320391;149320391;149320391;149322606;149322606;149322606;149329666;149329666;149329666;149332695;149332695;149332695;149335594;149335594;149340007;149340007;149340007	149271984;149271984;149271984;149271984;149299637;149299637;149299637;149299637;149300354;149300354;149300354;149300354;149301230;149301230;149301230;149301230;149301230;149302668;149302526;149302526;149302526;149302526;149304320;149306404;149306404;149306404;149306404;149307613;149307613;149307613;149307613;149310135;149310135;149310135;149312204;149312375;149312204;149315914;149315914;149315914;149316303;149316303;149316303;149317940;149317940;149317940;149319727;149319727;149319727;149320463;149320463;149320463;149322717;149322717;149322717;149329830;149329830;149329830;149332873;149332873;149332873;149335722;149335722;149341802;149340121;149343637	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6568	269
ENSG00000285736.1	chr5;chr5	149324220;149345172	149324914;149345333	-;-	857	0
ENSG00000164284.15	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	149345430;149345499;149345502;149345619;149348272;149348272;149348272;149348272;149349654;149349654;149349654;149350918;149350918;149350918	149345616;149345616;149345616;149345825;149348425;149348425;149348425;149348425;149349735;149349858;149349735;149351654;149354583;149354583	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4419	1180
ENSG00000253618.1	chr5;chr5	149348116;149357525	149348398;149357642	-;-	401	0
